userName,score,at,content
yohanes werren,1,2024-03-21 15:22:36,Sudah mengisi dan melengkapi data pribadi tetapi tetap terus menerus dilakukan Sampai bosan melengkapi data diri dan kelengkapan diri
Suyatno -,1,2024-03-21 11:40:32,"Mau nanya ke CS via aplikasi sj sulit. Gimana kalo ada kendala transaksi ? Padahal sdh disediakan kolom chat utk Customer Service. Belum lagi kalo kadang tiap awal buka pasar, lemot sekali. UI platform web jg semakin tambah ribet. Tampilan numpuk2 ga tentu arah ni aplikasi. Ya sudah, Terimakasih atas segala pelayanannya selama ini.. 🙏🙏"
Lino Lino,4,2024-03-21 11:14:30,"Tingkatan lagi pelayannnya, proses cair terlalu lama, di bibit cuma sehari"
Ade Yusuf,4,2024-03-21 01:24:23,Belum ada fitur amend ipo via aplikasi ajaib
Arif Sahabudin,1,2024-03-20 02:08:44,kenapa sy tidak bisa tarik uang ini ??? pilihan banknya tidak bisa muncul !!!
Kepo Lo,1,2024-03-19 20:16:01,"Aplikasi nyeleneh,,, admin live chat nya slow respon dana reksadan dijual udah 1 minggu lewat sampai belum masuk2 dan belum ada kejelasan prihal profit, jelas2 hasil profit reksadana ada sekitar 500k tapi pas ditarik cuma dapet 213k lucu sekali aplikasi ini."
Yadi Haryadi,4,2024-03-19 11:13:20,Portopolio saya pindah ke RDN padahal ga jual saham akhirnya tarik semua dalam keadaan saldo berkurang rencana mau nabung nyicil saham males aplikasi ga bisa membuat nyaman
Picauly Gaming,1,2024-03-19 05:49:00,"aplikasi yang sangat buruk, saya sudah menunggu lama agar terverifikasi, tapi sampai saat ini belum terverifikasi, aplikasi yang sangat buruk..."
Ahmad Arya Bagaskara,1,2024-03-19 01:46:47,"mending lu perbaiki cs lu deh. lama banget antriannya. bilangnya jam operasional sampe 10 malem, tapi complain di jam 5 sore baru dibales besok paginya, kocak. Kalah sama aplikasi sebelah, gua complain di jam 11 malem gercep langsung ditanggepin."
bayu eko,4,2024-03-18 21:42:05,Untuk kode ajaib kenapa gak bisa ya kak
Tri Laksono,1,2024-03-18 11:22:07,"Tampilan UI sering banget berubah. Fitur terus kalau update, tp posisi berubah terus. Mana posisi pindah bisa jauh di sana sini. Jadi bingung tiap update pasti ada yg berubah posisi. Tolong ini pengguna Ajaib tidak semua generasi ahli IT. tim UI/UX perlu sering buka survey pelanggan tiap minggu sepertinya."
Ronaldo Supratman 32,1,2024-03-18 08:06:59,narik saldo rdn status berhasil tapi uang ga masuk ke rekening gimana ceritanya?
Septy Indahsary,2,2024-03-18 07:42:45,Saldo rdn mau saya tarik trus dilayar tulisan berhasil tapi saya cek lagi di riwayat malah di return gimana sih apk ajaib ini di email sama sekali ga ada respon.
Amad Lie,1,2024-03-18 03:38:57,"Jual saham hari kamis dan terisi, hari senin masih dijitung T+0 aja. Padahal jumat itu bukan tanggal merah."
Zainal Ihwan,5,2024-03-18 02:13:02,"Ini saya sudah berhari-hari daftar dan belum ada tindak lanjut padahal sudah melebihi 48jam? Tolong untuk ditindaklanjuti untuk kenyamanan para penggunanya terimakasih,"
Agus Parmoyo,5,2024-03-18 00:40:12,"WD GK pake ribet, sangat cepat GK sampe 10 menit."
Dodi,1,2024-03-16 03:09:11,"Status transaksi berhasil, tapi uang nya tidak masul ke rekening, saya sudah mengajukan lewat aplikasi, email, via chat, instagram dan tidak ada tanggapan"
Muhammad Hafiz,1,2024-03-15 12:59:07,"Ini kenapa ya, setiap sudah selesai sell dan saham sudah kosong akan tetapi di portofolio nya masih ada uangnya dan tidak bisa di sell apakah ini bug?"
Go To football,5,2024-03-15 11:50:36,"Rekomendasi sekuritas paling mudah bagi pemula , pemula lebih baik pake ajaib saran saja🙏"
apriyani apriyani,1,2024-03-15 09:25:34,Mau ubah no rekening beda bank ribet banget. No rek BCA saya udah ga aktif malah disuruh bikin rekening baru lagi. Mau narik uang sendiri kok susah banget gitu. Saya cuma bandingin sama aplikasi lain ketika ubah bank ga dipersulit.
ryan dwi,1,2024-03-15 08:19:25,"Update sistem dong jangan kalah sama stockbit , update indikator lebih lengkap utk makin memanjakan pemakainya. Ini ajaib udh feenya mahal dan fee IPO 1 % beda sama sekuritas lain ngga ada fee IPO dan fee murah."
Andi Ristianto,1,2024-03-15 06:24:52,"Transaksinya tidak jelas jual reksa dana di tanggal 8 maret 2024 sampai tanggal 15 maret 2024 baru keluar itu pun setengahnya enggak ada padahal jelas jelas dapat untung terus sisa uangnya kemana? pas waktu penarikan ke bank pribadi pun kena potongan yang besar lagi, niat nabung malah makin rugi besar kalau ini mah. pas liat review orang lain ternyata sama juga."
aku bukan bintang,1,2024-03-15 06:09:25,"Sekarang ajaib ko ga ada cs yg online ya. Dulu kl ada apa2 sm apknya, bisa langsung chat, dan langsung d balas. Ka tolong dong,, sy narik uang tp blm masuk k rek. Sy udah pake yg fast. Cuma 10 menit, tp ini udah 2 jam an."
Ardhian,2,2024-03-14 08:33:11,"Sedikit kendala dari aplikasi ini soal penarikan kadang bisa lebih lama dari estimasi, trus untuk verifikasi data kurang memuaskan,sayas udah mengisi dengan benar tetep aja ada yamg salah, harus sesempurna itu kah?? Saya masih sabar dulu di tolak nunggu 3 taun baru verifikasi data lagi sekrang sudah isi dngn benar tp stuk di silaahkan lengkapi / registrasi diri anda, apk ini maunya apa si. Nama alamat dll sudah sesuai masih aja dipersyulit. Kaya dirimu sempurna aja🗿"
DANIEL Panjaitan,2,2024-03-14 03:04:25,Proses transaksi lambat sudh selesai dri ovo tapi di aplikasi tak kunjung ada malah ada deskripsi sedang di proses adehh
Darminto,5,2024-03-13 11:42:08,Aplikasi bagus. Terimakasih buat Ajaib.
Kang Ruli,1,2024-03-13 09:09:31,"Susah buat WD kecewa banget, Chat Customer Service lama banget dibalesnya mana gaada solusi..."
R Airlangga Adi Nugraha Maha Putra,1,2024-03-13 08:04:39,Tidak bisa mengubah nomor rek selalu ditolak tanpa alasan yg jelas bego
Sutra PaiMur,4,2024-03-13 05:38:29,"Bintangnya saya naikin 2, min. Tolong sidik jari diperbaiki. Terimakasih"
Khoirul Mukminin,1,2024-03-13 05:15:16,Tolong untuk proses tarik dan belinya dipercepat setiap tarik dan beli pasti waktu maksimal gapernah lebih cepat dari waktu maksimal
yuliantt_anang 98,1,2024-03-13 00:36:59,Kenapa proses penarikan nya lama sampai 3 hari belum juga ada notif masuk aplikasi jelek
NABIL rifki 13,3,2024-03-12 21:05:36,"Kenapa verifikasi lama bangett,makin bingung jadinya,mau dipake atau dihapus"
Ibell Bgoendall,1,2024-03-11 15:08:16,yang di sayang kan ketika mau penarikan tidak tersedia untuk ewallet lain...trus bank lain juga....kecewa sh dari sini juga
Novra 21 (Novra),4,2024-03-09 14:58:34,"Sudah mantap, tapi mohon tambahkan menu net gain/loss nya setelah dipotong fee transaksi. Jadi gak perlu lagi ngitung fee manual. Tks ajaib."
Aries Eko Prasetyawan,1,2024-03-08 11:48:53,Jangan pernah main gaem ini..karna saya hari ini kehilangan uang 50k di investasi saham ajaib
Online Shop,1,2024-03-08 09:47:17,"Tolong perbaiki, Error Terus. Lag muter2 gak jelas padahal wifi ok"
Indah Cahyani,1,2024-03-08 08:34:04,bintang 1 karena prosesnya lama saya udah nyoba buka rekening saham dari bulan lalu sampai sekarang belum bisa padahal diketerangan verifikasi cuman memerlukan waktu 24 jam
Wahyuddin Syarif,5,2024-03-07 13:02:22,"Mungkin yang masih kurang adalah saat pasang auto order harus bolak balik ke menu portofolio, ada baiknya stop loss dan take profit cukup dalam 1 menu tampilan"
Diah Ayu Puspita_,1,2024-03-07 06:44:03,"Tolong utk cs lebih responsive lagi, stlh jual saham saldo gak masuk RDN sama sekali malah Rp.0 gak ada riwayat keluar masuk, gak ada saldo di proses jga. Chat, email gak ada respon. Bad service!!"
gone salman,5,2024-03-07 06:09:54,"Ajaib tolong untuk realize profit di hitung nett dengan fee nya juga seperti di aplikasi stockbit, dan tolong data realize profit segera muncul setelah menjual sahamnya, tidak harus menunggu 3 hari"
Iwan Iwan,1,2024-03-06 22:51:43,"Saya berulang kali tidak bisa registrasi KTP, aneh"
setiyawan komatsu,1,2024-03-06 11:53:45,Customer service kayaknya lebih tepat di sebut services for make customer angry.....responnya lebih lambat drpd balapan siput. Harus diperbaiki lagi. Menyesal sudah invest melalui aplikasi ini
dyah adhis,1,2024-03-06 08:54:33,Buat apa ada fitur email. Chat WA dan chat di aplikasi Jika lebih dr 24 jam ga ada respon. Status di aplikasi padahal online?? Kenapa lot ga bs dijual Karena ada bbrp transaksi jual yang diproses katanya Setidaknya ada yg respon customer service nya Bukan nya layanan pelanggan gunanya itu ya...
Iwan Satria,1,2024-03-06 05:08:07,"Saldoku di tarik ga bisa penjelasannya diproses tapi udah seminggu , Gimana sih developer aplikasinya"
Wira Asri,1,2024-03-06 00:42:23,lama banget kalau mau melakukan penarikan...mana kita lq butuh banget duitnya
Vondeath,1,2024-03-06 00:42:22,Mau withdraw lama withdraw Senin keterangan masih T+0 terus padahal sudah berlalu 3 hari sangat buruk cikuampret :v pakai stockbit aja malah lebih bagus dan jelas
Ahmad Ramadhan,1,2024-03-05 16:43:27,Penarikan dana terlalu lama dan sering mengalami sistem eroro / tidak ada nominal uang deposit tolong segera di perbaiki
faishal isal,1,2024-03-05 11:26:07,Mau ganti rekening bank aja dipersulit terus padahal data rekening yg baru dan lama sama
Abdul Gofar,3,2024-03-05 08:29:20,saya iseng2 narik tunai 20.000 keterangan sudah berhasil.. pas saya cek udah 1jam belum masuk ke rekening... hadeh
Riddo Rizky,2,2024-03-04 08:48:06,"Untuk penampilannya sangat mudah untuk para pemula yang mau belajar investasi, tapi untuk mengubah data sangat rumit."
Nur Muhammad,3,2024-03-04 01:36:29,Kelihatan bagus tapi sampai sekarang susah masuknya jaringannya bermasalah kak mohon batuannya
Haris Ma'ruf,1,2024-03-03 17:33:05,"Gak bisa daftar, dan tertulis network eror terus"
Ste Putra,2,2024-03-03 11:14:23,"Mengapa hanya ada pilihan masuk melalui email? Apa gunanya mendaftarkan nomor HP. Ah, kamvret."
Miftakahul Rosidin,1,2024-03-03 10:17:16,Apk sayang tidak bisa di gunaka serius udah top up nya lama dan masih pebelian lambat dan masih banyak lagi lahhh
Alvin Akbar,1,2024-03-02 16:07:49,Daftarnya ribet auto uninstal
safil,5,2024-03-02 04:19:46,Aku sebagai yang pernah main binomo itu rasanya biasanya jangka pendek itu 1 menit 15 detik 30 detik tapi di ajaib ini jangka panjang itu 1 bulan 3 bulan 1 tahun jadi aku harus terbiasa dengan sistem jangka panjangnya
Foto20_Andry mahyudin Siantury,2,2024-03-01 19:18:01,"Depo 350 yang masuk 344, itu belum juga biaya admin kalo mau wd. Ke bank sampe 9.500. Semoga bisa di koreksi ulang untuk riwayat transaksi dan biaya admin nya. Penggunaan jadi tidak nyaman"
Zidan Lepex,1,2024-02-29 20:11:28,"Saya dah depo knp belom masuk juga min?? Awal² aja lancar stlh depo lebih banyak malah ga masuk, pdhl udh saya transfer.. kecewa sekali saya"
panji islami,5,2024-02-29 12:11:18,"Alhamdulillah baru pakai sepekan ini, ga ada kendala yg berarti, mungkin sedikit bug,, tp semoga dgn update terbaru bisa teratasi,, Sementara bintang 5,,"
Madi Ezzz,2,2024-02-29 02:17:57,"Kecewa saya sudah daftar data diri udah hampir 5 hari ga di verifikasi juga,tolong admin ajaib di verifikasi kalo tidak bisa tolong di kasih tau kalo blm bisa jangan saya nunggu nunggu tapi gada kejelasan"
BINTANG BP,1,2024-02-28 22:49:14,"Aplikasi lambat saya depo gak masuk"" kurang cepat harus di perbaiki lagi biar orang"" gak nunggu lama"" saya kasih bintang 1 dulu"
verandah deck,5,2024-02-28 13:02:51,"Cukup membantu bagi saya untuk investasi digital dengan mudah dengan Genggaman Handphone .proses registrasi akun RDN sangan mudah dan cepat.proses top up juga cepat.silakan masukkan kode Reff ""charbmdg"" untuk mendapatkan kesempatan bonus investasi di akun ajaib.terima kasih"
muhammad fathan,1,2024-02-28 05:06:19,Udh depo tpi saldo RDN gk nambah²!! Pdhal udh ada keterangan nya di riwayat!! Apalah
Pasific Photo,5,2024-02-27 23:18:57,"Aplikasi sangat bagus,mudah dimengerti."
Arief Wicaksono,2,2024-02-26 03:44:57,"Dari awal menarik, tapi setelah download dan registrasi kenapa setiap mau pake, cek harga atau beli selalu tulisanya registrasi anda sedang di proses ,gak selesai2"
jack juvegenk,5,2024-02-26 03:35:14,"Keren. Update aplikasi tolong buat lebih ringan, dan tidak menghabiskan resource di HP"
Muhamad Aldiansyah,1,2024-02-24 05:14:05,"Mau daftar foto ktp aja ngulang ngulang terus dah berkali kali ulang lagi ulang lagi di Tutorial foto ktp harusnya ada kotak untuk ngepas in foto ktpnya, terlalu banyak bug"
yoyada bahan,1,2024-02-24 03:12:59,"proses pengisian saldo RDN sangat lama dri jam 23:12wib - 10:00 sekarang ini pun blum sama sekali masuk saldo tsb, sudah dilakukan deposit tetapi uang tidak masuk ke saldo rdn ajaib, kacau."
238_In'am Zaki Wildani,2,2024-02-24 02:55:29,"Beli reksa dana saham x hari Rabu sore di harga 1826, ehhh terealisasi nya malah di harga 1864 (3Y high) (Harga pas hari Jum'at) tapi muncul di porto hari Selasa, tolong dong di benahi sistem nya, banyak komen buruk tapi sistem nya masih gtu² aj, terutama di Ajaib Crypto yang notabene harga beli aset melenceng jauh dari harga yang ada di chart🙏🏻🙏🏻🙏🏻"
Husni Shodiqin,5,2024-02-24 01:04:40,"overall secara keseluruhan udah oke banget aplikasinya min, tapi tolong hadirkan fitur stop los and top price untuk yang reguler juga dong min, pleaseeeee, i needdddd😭❣️❣️"
Paula,1,2024-02-23 11:24:47,Saya top up Rp 1 juta gak masuk... Email sama dan selalu Terima laporan setiap bulan nya. Lalu gimana ini saldo yg gak masuk??
wendi hasannudin,1,2024-02-23 05:09:45,"Aplikasi aneh, di menu beranda harganya minus eh pas langsung beli tiba tiba jadi plus, giliran dijual ga profit, tolong ya di perbaiki bug nya"
Paulus Halim,1,2024-02-23 03:44:54,"Update fitur baru terus malah menyulitkan pengunaan, ada market limit auto malah binggung"
Capricorn boy,1,2024-02-22 20:32:57,"Hp saya baru saja restart , lalu saya login akun saya kenapa tiba-tiba portofolio saya jadi 0 , sedangkan saldo rdn saya masih tetap seperti semestinya, tolong bantuannya."
Ahmad Gunawan,4,2024-02-21 11:13:35,"Fitur mudah di mengerti-di gunakan-di jalankan, tampilan lumayan bagus, ada informasi tentang suatu saham, proses penarikan saldo RDN ke rekening pribadi lumayan mudah"
Iva Diana,2,2024-02-21 07:45:39,"Hai kak. Saya pengguna baru apk ajaib. Kenapa susah sekali mau buka akun investasi yaa... Di apk tertulis error karena koneksi internet. Akan tetapi koneksi saya aman"" saja"
Ari,5,2024-02-20 12:15:18,"Aplikasinya Bagus. Terpercaya. Dipertahankan dan Ditingkatkan lagi ya min😇. Ohya bagi Pendaftar Baru, silahkan gunakan Kode Bonus Ajaib ini ya ""arisxtxg"" (tanpa tanda petik). Kamu akan dapat Bonus saham, khusus Pemula. Trimakasih😇🙏"
Nazlan Akbar,1,2024-02-20 04:00:12,"Jangan pernah download apk ini nyesal nanti,aku wd nya udah seminggu lebih masih dlm proses katanya begolah apknya"
Puji Ati,1,2024-02-19 05:31:25,"Ak udah instal ada semingguan kok data masih diverifikasi trs,aplikasinya gmn sih"
moci moci,1,2024-02-19 04:03:39,"ga bisa upload foto ktp,mau daftar aja ribet amat sih"
StePanusPutra,1,2024-02-18 13:09:38,"Sudah lebih dari 2 hari akun saya belum selesai proses verifikasi, notif kesalahan registrasi pun tidak ada, apa ada masalah dengan ajaib?"
Joe,3,2024-02-18 12:58:16,"Deposit 2 jt kenapa saldo yg bisa ditarik 1,6 jt dan deposit 1 jt jadi 679 rb, saya minta penjelasan cs malah di suruh lihat riwayat, Iya betul riwayat masuk angkanya tp kenapa saldo yg muncul berkurang tanpa konfirmasi"
Afrieza Mahesa Putra,2,2024-02-18 07:10:31,"Perbaiki permasalahan grafiknya, kadang sama aplikasi lain beda"
Adi lahir,1,2024-02-16 03:01:44,Ajaib sering eror susah nya jadi inves berjalan. Tolong jaga istem anda agar bisa di guna kan secara baik
magic lol,1,2024-02-15 03:33:40,Password sama pin udah benar tapi tidak bisa masuk
Rafa & Emil Channel,1,2024-02-13 07:23:19,"Aplikasi penguras uang, jgn berharap nambah, mempertahankan saldo saja gak mungkin...."
zakaria gfc,1,2024-02-12 02:21:22,Terlalu banyak tambahan fitur malah makin jelek.. Ngelag mulu..
Raden Bhayu Try Suputra,1,2024-02-12 00:54:07,Maaf mau tny. Akun Ajaib sy kok hilang ya. Baru 5 Bulan tidak instal Ajaib lg???? Mohon bantuannya Makasih.....
Rudy Devianto,1,2024-02-11 09:31:05,"Bisnis jaya itu yg penting pelayanan, ini super buruk sekali, chat gak dibalas, support email 2-3 hari baru dinalas, itupun jawabannya standard kas sekali seperti robot dan malah bikin binggung, keystats juga kurang dan masih bagus lapak sebelah."
Barkos Ginting,1,2024-02-10 06:54:22,Akun saya tiba tiba dihapus dan saya harus mendaftar ulang lalu bagaimana dengan uang saya yang didalam akun saya itu? Benar benar merugikan saya tidak usah buat app seperti ini klo merugikan pengguna
farist mahfudin,1,2024-02-09 02:26:56,"Susah untuk pengajuan perubahan rekening. Tolong tambahkan fitur untuk penarikan ke Dana, ovo atau linkaja agar mempermudah penarikan saldo."
Ayuk Woro,5,2024-02-08 17:51:02,"Aplikasi Ajaib sangat mudah bagi Pemula seperti saya. Semoga tetap berkualitas kedepannya, Amiin🤲🤲👍👍"
Muhamad Deniansyah,5,2024-02-08 16:06:43,A0k bagus sangat mudah di pahami dan mudah digunakan
Suwardy Wijaya,2,2024-02-08 08:54:54,Tolong Dong Interface Ajaib diubah dan fitur fiturnya dikembangkan biar gak kalah sama Apss lain
Muhammad Al aksar,5,2024-02-07 21:30:33,Aplikasi yang bagus penggunaan qris nya sangat mudah simpel juga
Prima Nugraha,5,2024-02-07 09:18:11,"user experience bagus pake ajaib, namun lebih bagus tambahkan fitur kalo pas mau jual saham, ada muncul berapa persen pas beli dengan pas jualnya"
Sherllya Maggie,1,2024-02-06 01:32:59,"ini emang harus di laporin dulu kah? baru di proses? nunggu 4 hari looh sejak pengajuan penarikan, 2 hari maklum soalnya emang T+2 tapi ini 4 hari, lapor terusss capekkk, belum juga masuk ke rekening padahal di apk udah berhasil tulisannya, hadeeehhhhh"
Yusip Saputra,1,2024-02-05 06:00:56,"Pengalaman yang sangat buruk saya kehilangan uang di ajaib padahal saya belum beli saham tiba2 dana rdn jadi 0 rupiah, sudah Hubungi cs lewat chat dan email tapi tidak ada balasan. Kecewa banget uang saya hilang jutaan. Yang belum ngalamin ya waspada aja. Karena saya juga pengguna ajaib udah 2 tahun. Baru kali ini ngalamin gini"
Jiah Yhhanti,2,2024-02-05 03:26:41,Kenapa verifikasi data u pemula lama sekali. Dari hari rabu sampai senin blum bisa di pake akun nya
banana puffs,4,2024-02-04 04:40:33,"gimana ini .. riwayat jual saham nggak ada. nggak muncul di order, riwayat, dimanapun. tapi port udah berkurang. aset udah nggak ada. trus gimana ya solusinya. fitur riwayat bener"" nggak fungsi."
Saputa,5,2024-02-01 19:39:37,"Saya sangat sangat berterimakasih kepada ajaib yang telah membantu saya mengembalikan deposit saya yang tidak masuk , saran saya bagi pemula yang ingin menjadi investor saham pemula harus download nih apk, apk nya yang mudah di gunakan, costumer nya yang bisa dan selalu membantu kita saat terjadi masalah, terbaik lah buat ajaib 🥰✨✨✨"
